网络工程师,中金数据系统有限公司,1-1.5万/月,北京|3-4年经验|本科|招1人|03-27发布,
安全管控员,北京中金云网科技有限公司,3-4.5千/月,北京|无工作经验|中专|招2人|03-27发布,五险一金|带薪年假|包吃|包住宿|免费班车|节日福利|交通补贴|餐饮补贴
暖通工程师-设施,中金数据系统有限公司,1-1.5万/月,北京|3-4年经验|本科|招1人|03-27发布,
互联网服务部-副总监,中金数据系统有限公司,2-2.5万/月,北京|10年以上经验|本科|招1人|03-27发布,
网络安全工程师,北京中油瑞飞信息技术有限责任公司,0.8-1.8万/月,北京|3-4年经验|本科|招4人|03-27发布,五险一金|补充医疗保险|免费班车|通讯补贴|定期体检|员工食堂|专业培训|绩效奖金|餐饮补贴|福利假期
机电调试工程师,北京金茂绿建科技有限公司,1.5-2万/月,北京-朝阳区|3-4年经验|本科|招3人|03-28发布,五险一金|带薪年假|补充医疗保险|通讯补贴|餐饮补贴|交通补贴|年终奖金|绩效奖金
高级网络工程师,中金数据系统有限公司,1.5-2万/月,北京|5-7年经验|大专|招2人|03-27发布,
HP-UX系统工程师（NO.集成1828）,北京南天软件有限公司,1-1.5万/月,北京|无工作经验|本科|招若干人|05-14发布,五险一金|补充医疗保险|专业培训|年终奖金|定期体检|工会福利
OpenStack开发工程师,杭州迪普科技股份有限公司,0.8-1万/月,北京-海淀区|1年经验|本科|招若干人|05-14发布|英语良好,五险一金|定期体检
PHP工程师,北京新京报传媒有限责任公司,1-2万/月,北京-东城区|无工作经验|招1人|05-06发布,五险一金|餐饮补贴|年终奖金|定期体检|带薪年假|加班补助
PHP工程师,北京新京报传媒有限责任公司,1-1.5万/月,北京-东城区|无工作经验|招4人|05-06发布,五险一金|定期体检|绩效奖金|年终奖金|餐饮补贴
实施工程师,远光软件股份有限公司北京分公司,6-8千/月,北京|1年经验|本科|招2人|05-06发布,五险一金|免费班车|员工旅游|餐饮补贴|通讯补贴|专业培训|绩效奖金|年终奖金|股票期权|定期体检
急招实施工程师,北京维信通科技股份有限公司,4.5-6千/月,北京-海淀区|3-4年经验|大专|招1人|05-06发布,五险一金|员工旅游|餐饮补贴|通讯补贴|年终奖金|定期体检
总部信息科技中心网络工程师(职位编号：yili013668),内蒙古伊利实业集团股份有限公司,6-7千/月,北京-朝阳区|1年经验|大专|招1人|05-06发布,五险一金|免费班车|专业培训|绩效奖金|年终奖金
高级产品经理-北京-20307,优信集团,1.5-1.9万/月,北京-朝阳区|无工作经验|招1人|05-06发布,五险一金|补充医疗保险|交通补贴|通讯补贴|绩效奖金|定期体检
市场实习生（自媒体运营方向）-北京-20234,优信集团,2-3千/月,北京-朝阳区|无工作经验|招1人|05-06发布,五险一金|补充医疗保险|交通补贴|通讯补贴|绩效奖金|定期体检
调试工程师,中外天利（北京）风电科技有限公司,5-8千/月,北京-东城区|1年经验|大专|招5人|05-06发布,五险一金|员工旅游|通讯补贴|年终奖金|定期体检
现场项目经理,中外天利（北京）风电科技有限公司,1-1.5万/月,北京-东城区|3-4年经验|大专|招2人|05-06发布,五险一金|员工旅游|通讯补贴|年终奖金|定期体检
Oracle EBS技术顾问,秒针信息技术有限公司,1-1.5万/月,北京-朝阳区|1年经验|本科|招1人|05-06发布,五险一金|专业培训|弹性工作|定期体检|员工旅游
暖通值班工程师（IDC-数据中心）,鹏瑞利美融加四（北京）置业有限公司,4.5-6千/月,北京-通州区|3-4年经验|中技|招若干人|05-07发布,
暖通工程师（IDC-数据中心）,鹏瑞利美融加四（北京）置业有限公司,1-1.5万/月,北京-通州区|5-7年经验|大专|招若干人|05-07发布,
电气工程师（IDC-数据中心）,鹏瑞利美融加四（北京）置业有限公司,1-1.5万/月,北京-通州区|5-7年经验|大专|招若干人|05-07发布,
大前端实施工程师(J10438),销售易,1.5-2万/月,北京|3-4年经验|本科|招1人|05-07发布,五险一金|年终奖金|股票期权|弹性工作|带薪年假
高级Java开发工程师(J10406),销售易,2.5-3万/月,北京|8-9年经验|本科|招3人|05-07发布,五险一金|专业培训|绩效奖金|年终奖金|股票期权|弹性工作|定期体检|周末双休
前端工程师(J10463),销售易,1-2万/月,北京|无工作经验|招1人|05-07发布,做五休二|周末双休|弹性工作|五险一金|专业培训|节日福利|通讯补贴|补充医疗保险|地铁周边|美女如云
需求分析师,北京中油瑞飞信息技术有限责任公司,1.5-2万/月,北京-石景山区|3-4年经验|本科|招1人|05-07发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|通讯补贴|专业培训|绩效奖金|年终奖金|定期体检|弹性工作
安防工程师,北京北斗兴业信息技术股份有限公司,0.8-1万/月,北京-海淀区|3-4年经验|大专|招1人|05-07发布,五险一金|带薪年假|加班补贴|通讯补贴|交通补贴|餐饮补贴
高级实施工程师（zabbix）,北京得力助手信息技术有限公司,1.5-2万/月,北京-海淀区|5-7年经验|本科|招若干人|05-07发布,
中级实施工程师,北京得力助手信息技术有限公司,0.8-1万/月,北京-海淀区|3-4年经验|本科|招若干人|05-07发布,
系统集成实施工程师,北京北斗兴业信息技术股份有限公司,0.8-1万/月,北京-海淀区|3-4年经验|大专|招1人|05-07发布,五险一金|带薪年假|加班补贴|通讯补贴|交通补贴|餐饮补贴
NC信息专员,北京万生药业有限责任公司,0.8-1.2万/月,北京-通州区|3-4年经验|本科|招1人|05-07发布,五险一金|免费班车|专业培训|定期体检|员工旅游|餐饮补贴|年终奖金|免费住宿
大数据工程师,北京城建智控科技有限公司,1.5-2万/月,北京-丰台区|3-4年经验|本科|招10人|05-13发布,五险一金|餐饮补贴|定期体检|绩效奖金|年终奖金
网络工程师,中国国际电子商务中心,1-1.5万/月,上海-青浦区|2年经验|本科|招1人|05-13发布,五险一金|补充医疗保险|免费班车|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|定期体检
Java后端开发工程师,北京城建智控科技有限公司,1.2-2万/月,北京-丰台区|3-4年经验|本科|招3人|05-13发布,专业培训
大云数据中心工程师,北京城建智控科技有限公司,1-1.8万/月,北京-丰台区|5-7年经验|本科|招2人|05-13发布,五险一金|定期体检|做五休二|节日福利|餐饮补贴
项目驻场（北京）,上海众人信息技术有限公司,6-8千/月,北京|无工作经验|招若干人|05-13发布,五险一金|员工旅游|餐饮补贴|专业培训|绩效奖金|年终奖金
Java架构师,北京致远互联软件股份有限公司,2.1-3.5万/月,北京-海淀区|无工作经验|招1人|05-13发布,弹性工作|五险一金|绩效奖金|定期体检|员工旅游
系统工程师,中国国际电子商务中心,1-1.5万/月,上海-青浦区|2年经验|本科|招1人|05-13发布,五险一金|补充医疗保险|交通补贴|餐饮补贴|通讯补贴|绩效奖金|年终奖金|定期体检
设备安装与维护工程师,北京盛世民安科技发展有限公司,3.5-6千/月,北京-大兴区|1年经验|大专|招若干人|05-13发布,五险一金|交通补贴|通讯补贴|年终奖金|绩效奖金|项目提成
银行操作监控工程师（服务二1907）,北京南天软件有限公司,6-9千/月,北京|1年经验|本科|招5人|05-13发布,五险一金|补充医疗保险|专业培训|年终奖金|定期体检|工会福利
重点客户群经理（酸奶销售部本部）,内蒙古伊利实业集团股份有限公司,40-50万/年,北京-朝阳区|无工作经验|招5人|05-13发布,
Java开发工程师,上海博泰悦臻电子设备制造有限公司,,北京|5-7年经验|本科|招若干人|05-13发布,五险一金|定期体检|年终奖金|餐饮补贴|员工旅游|补充公积金
服务器驻场工程师,北京威通智海网络技术有限公司,6-8千/月,北京-海淀区|1年经验|大专|招5人|05-13发布|计算机网络,五险一金
云计算工程师,北京威通智海网络技术有限公司,0.8-4万/月,北京-海淀区|2年经验|本科|招3人|05-13发布|计算机网络,
业务顾问,北京中科建友科技股份有限公司,1-1.5万/月,北京-海淀区|3-4年经验|本科|招3人|05-13发布,
业务顾问,北京中科建友科技股份有限公司,1-1.5万/月,北京-海淀区|3-4年经验|本科|招2人|05-13发布,
业务顾问,北京中科建友科技股份有限公司,1-1.5万/月,北京-海淀区|3-4年经验|本科|招3人|05-13发布,
业务顾问,北京中科建友科技股份有限公司,0.8-1万/月,北京-西城区|无工作经验|招5人|05-13发布,五险一金
业务顾问,北京中科建友科技股份有限公司,1-1.5万/月,北京-海淀区|3-4年经验|本科|招5人|05-13发布|英语,
急聘SAP高级开发工程师,北京中科建友科技股份有限公司,1.5-2.5万/月,北京-大兴区|5-7年经验|招30人|05-13发布|计算机网络 计算机应用,五险一金
IT工程师,新华基金管理股份有限公司,1-1.5万/月,北京|无工作经验|本科|招1人|05-13发布,做五休二|周末双休|带薪年假|绩效奖金|加班补贴|餐饮补贴
网络工程师,北京市速连科通信设备有限责任公司,0.5-1万/月,北京-西城区|2年经验|中专|招5人|05-13发布,五险一金|员工旅游|交通补贴|餐饮补贴|通讯补贴|年终奖金
Oracle数据库DBA,北京市速连科通信设备有限责任公司,1-1.5万/月,北京-西城区|3-4年经验|本科|招1人|05-13发布,五险一金|员工旅游|交通补贴|餐饮补贴|通讯补贴|年终奖金
云产品项目经理(J10742),阳光雨露信息技术服务（北京）有限公司,2.5-3万/月,北京-海淀区|无工作经验|招1人|05-01发布,五险一金|绩效奖金|带薪年假|补充医疗保险|交通补贴|通讯补贴|餐饮补贴|弹性工作|定期体检|专业培训
实施工程师,杭州赫智电子科技有限公司,1-1.5万/月,北京-朝阳区|3-4年经验|招3人|05-01发布,五险一金|绩效奖金|年终奖金|餐饮补贴|出差补贴|提供住宿|福利年休假|调休假
初级网络工程师,北京薪享宏福教育咨询有限公司,0.8-1万/月,北京-昌平区|无工作经验|大专|招1人|05-01发布,绩效奖金|专业培训|员工旅游|年终奖金
云计算实习生,北京薪享宏福教育咨询有限公司,0.8-1万/月,北京-昌平区|无工作经验|大专|招3人|05-01发布,绩效奖金|专业培训|员工旅游|年终奖金
信息安全工程师(职位编号：092),中海油信息科技有限公司,0.8-1万/月,北京|2年经验|大专|招1人|05-01发布,五险一金|绩效奖金|年终奖金|定期体检
oracle工程师,北京金至科技股份有限公司,1.5-2万/月,北京-海淀区|无工作经验|招5人|05-02发布,五险一金|员工旅游|餐饮补贴|通讯补贴|交通补贴|专业培训|绩效奖金|年终奖金|股票期权|弹性工作
网络工程师（异地招聘，工作地在天津）(J21492),捷信消费金融有限公司,1-1.5万/月,天津-红桥区|5-7年经验|本科|招10人|05-02发布,五险一金|补充医疗保险|绩效奖金|弹性工作|带薪年假|发展空间大
Web前端开发工程师,北京海峰科技有限责任公司,1-1.5万/月,北京-西城区|2年经验|招1人|05-03发布,五险一金|员工旅游|专业培训|定期体检|免费午餐
高级软件测试工程师-HADYF(职位编号：NavInfo001824),北京四维图新科技股份有限公司,0.8-1.6万/月,北京-海淀区|无工作经验|本科|招3人|05-03发布,五险一金|补充医疗保险|免费班车|年终奖金|餐饮补贴|弹性工作|定期体检|通讯补贴|专业培训
大数据开发工程师,中科软科技股份有限公司,0.8-1.5万/月,北京-东城区|2年经验|本科|招2人|05-03发布|计算机科学与技术,五险一金|年终奖金|定期体检|餐饮补贴|员工旅游|带薪年假|周末双休
初中级Java开发,北京青钱信息技术有限公司,1-1.5万/月,北京-西城区|3-4年经验|本科|招3人|05-02发布,五险一金|通讯补贴|餐饮补贴|交通补贴|弹性工作
实施工程师（民生事业部）(职位编号：000514),北京用友政务软件股份有限公司,1.5-2万/月,北京-海淀区|3-4年经验|本科|招3人|05-03发布,五险一金|补充医疗保险|免费班车|交通补贴|弹性工作|定期体检
Oracle EBS 业务顾问,远光软件股份有限公司北京分公司,1-2万/月,北京-大兴区|2年经验|本科|招1人|05-04发布,五险一金|免费班车|通讯补贴|餐饮补贴|绩效奖金|年终奖金|股票期权|定期体检
数据库,农信银资金清算中心有限责任公司,1.5-2万/月,北京|3-4年经验|本科|招若干人|05-04发布,补充医疗保险|餐饮补贴|专业培训|定期体检
网络工程师,北京南北恒达科技有限公司,1-1.5万/月,鄂尔多斯|3-4年经验|大专|招3人|05-04发布,五险一金|弹性工作|专业培训|员工旅游|员工工作餐
事件和故障处理专员（工作地天津）(职位编号：J21503),捷信消费金融有限公司,1.5-2万/月,天津-和平区|无工作经验|本科|招10人|05-04发布,五险一金|补充医疗保险|绩效奖金|弹性工作|带薪年假|发展空间大
基础设施工程师,海南易建科技股份有限公司,0.8-1.2万/月,北京-顺义区|3-4年经验|本科|招1人|05-13发布|英语良好,五险一金|补充医疗保险|带薪年假|节日福利
IT Genesys Senior Specialist（工作地天津)(职位编号：J21496),捷信消费金融有限公司,1-1.5万/月,天津-和平区|无工作经验|本科|招10人|05-04发布,五险一金|补充医疗保险|绩效奖金|弹性工作|带薪年假|发展空间大
